List,Vowel,Word,Speaker,Count,Vowel_Time,F1,F2
lexicalset,ɔ,thought,G,3,0.1385,807.2712207589475,1034.8311618408459
lexicalset,ɔ,thought,L,1,0.0962,561.0105133981059,841.4006005180711
lexicalset,ɔ,thought,L,2,0.1401,491.5822007683425,764.6958756639489
lexicalset,ɔ,thought,L,3,0.2155,506.4313793465318,741.9401564401696
lexicalset,æ,trap,G,1,0.2925,1035.99218583927,1877.7892660350424
lexicalset,æ,trap,G,2,0.3634,993.4559930297754,1672.4734302159493
lexicalset,æ,trap,G,3,0.2355,994.7433317560182,1709.2140387355787
lexicalset,æ,trap,L,1,0.2773,915.3952938730838,1516.026184970228
lexicalset,æ,trap,L,2,0.2215,903.0451263968613,1466.6254403818027
lexicalset,æ,trap,L,3,0.1815,987.0486186428304,1601.6873982153616
